"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"
-71,16672656	-49,81911278	-40,095	1	11,39583254	10,62	0	0	0	0
-79,32975701	14,86988299	-40,36	2	32,07026866	30,34	22,54	27,4	72,5	6,4
-13,00268439	9,914247642	-6,441	3	25,37930081	25,68	19,88	17,6	30,4	5,2
-113,500301	-16,04334732	-63,855	4	41,95868435	40,23	31,18	31,4	109,1	6,9
-113,3305269	-18,2902381	-64,635	5	59,98045714	47,03	21,48	93,1	246,3	11,5
-109,7765305	0,472153167	-59,854	6	42,9087	37,43	25,63	31,4	86,8	6,9
-108,6366091	-9,769889111	-61,166	7	41,86804444	38,63	29,53	27,8	104,2	6,2
-119,149723	-22,59088133	-68,017	8	46,87001905	37,48	33,18	141,3	157,1	15,6
-122,7447991	-20,15034701	-70,871	9	62,49184181	41,89	39,59	51,8	106,8	9
-123,7131157	-11,27927667	-69,609	10	55,87823529	39,97	36,47	52,3	130,2	8,4
-94,38470505	10,86789004	-45,218	11	57,67500351	34,22	0	0	0	0
-105,0104141	6,545440694	-54,414	12	20,86627438	17,99	0	0	0	0
-119,4233326	-11,85900277	-67,045	13	54,15190769	40,84	31,99	23,6	69,2	5,8
-109,144253	-2,761612381	-59,387	14	65,44228571	45,5	42,1	51,4	178,1	8,8
-98,25301015	17,63189062	-49,638	15	20,39698462	21,36	14,76	20	50,9	5,3
-117,7396634	-30,02997135	-66,895	16	34,37036879	37,17	12,32	13,7	36,9	4,4
-30,35483587	-17,11777718	-14,496	17	60,21770492	41,16	36,81	83,3	261,6	11,6
-79,36969976	19,66357215	-41,404	18	26,49657143	22,33	10,48	27,9	41,5	6,4
-125,6822254	-22,83259273	-72,378	19	53,83181395	38,23	0	0	0	0
-124,378587	-30,30100664	-70,946	20	43,68283304	3,26	0	0	0	0
-122,7045731	-29,518776	-70,336	21	37,63211429	35,75	23,85	22	84,7	5,6
-118,2220353	-32,220672	-67,3	22	33,76173333	28,73	26,23	26,7	99,6	8,6
-120,1582859	8,979920571	-63,164	23	57,76571429	46,07	32,97	50,1	103,6	8,4
-89,68477276	26,37663086	-47,655	24	36,58247619	33,54	0	0	0	0
-11,7760266	-10,87607761	-2,076	25	52,56419139	39,28	34,33	54,6	165,9	9,1
-75,87082365	8,402010726	-37,783	26	38,87063687	42,53	38,23	45,3	98,6	8,1
-117,0119541	5,768555048	-62,379	27	59,76007619	38,79	30,64	52,5	145,6	8,7
-27,67394669	-15,77434444	-13,115	28	49,70763526	28,57	0	0	0	0
-117,5557297	-9,301513562	-65,917	29	35,33421459	27,21	0	0	0	0
-121,0852447	-28,87547458	-69,916	30	51,1559322	41,03	14,53	26,7	86,8	6
-102,7489677	17,02068953	-50,815	31	13,20076012	13,75	9,55	10,2	22,3	4,1
-100,8797648	16,07828069	-49,506	32	18,17337931	16,83	13,48	16,1	45,3	4,9
-104,1532187	24,33248	-53,971	33	45,10053333	31,55	22,25	29,6	61,9	6,5
-10,87645684	12,90773395	-4,979	34	24,69431579	32,01	0	0	0	0
-110,4961837	24,9730956	-56,085	35	44,6306417	32,04	30,94	61,6	135	9,1
-100,4010103	23,76507971	-52,713	36	20,4371866	25,01	0	0	0	0
-103,3079095	13,96772933	-50,494	37	44,66883333	33,42	0	0	0	0
-119,8893654	23,03959669	-59,266	38	23,66206129	27	0	0	0	0
-109,1927627	22,84652667	-55,479	39	28,67626667	26,22	14,62	15,1	24,9	4,8
-107,764639	16,16316525	-52,665	40	13,3236817	15,98	0	0	0	0
-109,0499732	18,23433183	-53,916	41	8,509633803	5,9	0	0	0	0
-107,912606	17,68411959	-53,034	42	7,918204842	12,95	0	0	0	0
-103,6116525	16,7947125	-51,092	43	14,8335	14,8	11,3	10,3	27,5	4
-123,0177989	22,05055872	-59,999	44	14,27448073	23,86	0	0	0	0
2,195804	-12,99982231	2,775	45	15,35981538	13,32	0	0	0	0
-129,0132545	-36,44951807	-73,9	46	3,604840336	5,99	3,64	35,5	19	7,9
-82,99208426	-50,17759056	-47,313	47	10,53251507	11,58	0	0	0	0
-144,8500419	-31,84834048	-84,061	48	58,55230092	40,61	0	0	0	0
-129,3596861	-31,86714076	-74,352	49	60,3271619	43,25	13,5	48,9	99,8	8,6
-135,8709677	-32,41451714	-78,303	50	57,41611429	41,5	0	0	0	0
-131,7681157	-11,19890438	-73,872	51	70,82377682	46,94	44,79	48,2	183,8	8,1
-132,3562205	-7,041686378	-74,114	52	64,22425946	49,1	34,75	81	164,4	10,9
-146,4576436	-18,3700719	-84,567	53	49,68942857	35,99	0	0	0	0
0,737153396	-12,28576386	1,059	54	17,80538318	16,34	0	0	0	0
-133,4731715	-3,858065471	-74,394	55	29,63744706	23,32	14,27	20,1	31	5,4
-148,0131535	-2,927038394	-82,907	56	44,82671486	32,66	19,21	27,2	79,7	6
-142,9792554	-3,831762857	-79,966	57	55,64613333	44,28	18,13	40,8	90,7	7,5
-138,854589	-14,09487771	-79,651	58	66,31565714	42,84	0	0	0	0
-138,4472093	-28,48868267	-79,982	59	57,3944	40,75	36,9	29,1	92	6,5
-128,1943927	-1,136474286	-70,359	60	70,84664762	46,16	37,21	73	200,5	9,9
-136,2622743	2,833221368	-74,716	61	62,57178947	45,71	30,31	61,2	185,3	9,7
-124,3698359	2,919841279	-67,682	62	54,77339535	45,06	24,11	60,9	101	9,2
-141,9217131	-12,83851981	-81,421	63	35,59809524	26,65	0	0	0	0
-15,56206785	13,52863262	-7,52	64	13,9464	22,89	0	0	0	0
-143,2728946	-24,49743618	-83,074	65	26,49871227	23,21	15,86	10,5	26	3,8
-114,4043686	9,472380571	-59,745	66	51,00312381	32,22	0	0	0	0
-139,3485419	-8,270371429	-78,814	67	30,16041905	21,51	0	0	0	0
-141,7551433	-6,767726667	-80,116	68	35,22548718	29	0	0	0	0
-147,4389623	10,88480838	-80,41	69	23,34537143	24,41	17,21	15,8	27	4,8
-130,5358476	-7,758499688	-73,005	70	24,82821381	26,6	19,55	7,7	29	3,3
-149,6802027	1,877250667	-83,304	71	63,59733333	41,27	37,92	37,7	104,7	7,5
-147,8061161	17,27144753	-78,881	72	39,30987013	31,15	22,85	31,9	66,9	6,6
-119,6760465	6,6201248	-63,87	73	11,21985882	6,22	0	0	0	0
-155,1473562	-0,200254286	-86,881	74	60,92441905	40,75	29,9	48,1	118,4	8,3
-131,5647955	2,24811585	-71,222	75	35,03581955	19,22	0	0	0	0
-137,5219506	7,888471961	-74,844	76	54,294	35,41	28,91	47	104,1	8,1
-118,9378685	5,450907065	-63,132	77	70,39049093	46,06	30,86	46,9	136,7	8,5
-143,0439547	1,474592381	-79,187	78	56,08544762	42,52	33,92	42,5	95,4	8,1
-126,144269	10,48439312	-66,014	79	21,78902752	15,92	0	0	0	0
-141,7392899	5,682004952	-78,015	80	64,25737143	38,89	32,49	36	79	7,3
-156,6831688	-18,55682706	-90,481	81	14,24541176	4,04	0	0	0	0
-153,4310071	15,57917286	-82,308	82	33,00782857	27,26	18,71	21,9	40,8	5,6
-16,72950939	7,871453184	-7,737	83	28,62341899	27,35	22,3	18,1	28	5,3
-147,8385648	13,312555	-80,177	84	25,21823333	25,01	17,41	11,7	19,3	4,2
-149,7644674	9,878252281	-81,514	85	16,23653801	21,42	18,22	18,2	49,9	5
-144,6072187	13,44976267	-78,234	86	31,07706667	22,55	14,7	22,7	42,6	5,7
-158,7889786	13,84550472	-85,701	87	21,45876169	23,74	9,44	13,3	25,2	4,5
-157,0507827	11,29181362	-85,703	88	25,95868108	25,79	13,99	10,2	24,4	3,7
-115,5258313	15,92776315	-58,02	89	13,61711475	5,2	0	0	0	0
-160,034387	8,149205606	-88,452	90	30,55913636	27,64	17,44	19	43,3	5,2
-160,7953463	0,559454286	-89,739	91	56,23342857	35,54	24,94	42,3	93,7	7,6
-140,3975835	14,52479534	-75,099	92	13,90569634	22,08	17,48	32,7	76,8	6,8
-165,2745598	-2,069711765	-93,393	93	35,22223529	29,93	24,08	21,5	85,8	5,4
-156,2915193	7,020904	-86,509	94	29,43933333	28,22	17,17	27,2	61,9	6,3
-162,6474041	-16,4971328	-94,169	95	10,66086957	6,36	0	0	0	0
-167,5987721	-2,657053521	-94,151	96	35,92329577	31,37	24,22	18,3	46,7	5,1
-149,6060489	16,87059858	-80,011	97	25,59729537	33,25	20,45	31,8	71	7
-129,8460004	12,73448696	-68,699	98	27,37816812	31,51	25,76	23,3	93,4	5,8
-169,6733622	-8,068135587	-96,864	99	49,16892527	32,28	0	0	0	0
-163,2841027	13,34160019	-88,94	100	31,81394286	28,95	15,85	22,7	44,9	5,8
-159,6526052	10,46706142	-87,319	101	27,86158007	28,46	14,61	14,9	27,8	4,9
-161,5633989	16,77278748	-86,088	102	31,90530824	35,23	32,58	44,6	84,4	8,1
-171,0254317	-4,058801667	-96,541	103	39,533	32,53	31,28	37,2	104,9	7,2
-163,351016	7,291860381	-90,128	104	32,03805714	29,71	19,71	20,5	51,5	5,4
-153,7834136	19,24541483	-81,228	105	33,81587539	26,02	0	0	0	0
-167,0292256	-13,8357568	-96,193	106	23,12496	16,4	0	0	0	0
-167,5841502	7,133389796	-92,673	107	36,42658503	30,73	19,43	28,5	75,3	6,3
-156,5218274	14,77824567	-84,221	108	20,94724464	21,43	0	0	0	0
-170,7314416	2,041056434	-96,07	109	27,32414882	32,59	24,89	27,2	80,6	6,2
-167,3743744	1,362318592	-93,527	110	29,19740845	27,59	14,34	14,2	33,3	4,5
-157,4594109	-20,89553995	-91,197	111	11,69917676	5,01	0	0	0	0
-166,4297763	12,88259188	-90,804	112	19,47522208	25,25	13,5	17	35,6	5
-162,5376126	3,650150921	-90,416	113	14,30672368	17,76	7,96	11,5	17,9	4,2
-165,1600542	10,860286	-90,166	114	19,38196923	27,87	15,12	9,7	22,7	3,9
-172,3209856	10,91437333	-95,081	115	47,11875862	29,01	18,11	32	52	7,2
-173,6594222	-31,04493853	-96,442	116	23,8054065	23,33	0	0	0	0
-138,613877	-38,31348008	-80,014	117	11,33630926	8,51	0	0	0	0
-19,2301995	5,785620712	-9,195	118	32,49432028	26,55	0	0	0	0
-153,4712737	-23,58137135	-89,219	119	10,41452383	5,35	0	0	0	0
-172,8014881	-34,61034768	-95,452	120	35,69822366	30,63	29,68	59,8	172,8	9,2
-113,0922062	18,11223006	-55,486	121	8,561006342	1,59	0	0	0	0
-114,2347748	17,46898746	-56,234	122	10,84603432	8,87	0	0	0	0
-179,349996	-29,06823467	-96,061	123	49,19173333	33,7	20,9	22,8	58,9	5,6
-158,4236465	-33,8142772	-92,332	124	20,87436249	13,39	0	0	0	0
-174,7894076	4,102196025	-97,513	125	43,06986335	27,24	0	0	0	0
-187,6392787	-28,99759733	-95,689	126	26,8024	27,55	16	17,2	33,2	4,9
-184,0094992	-7,0738048	-101,299	127	41,06704	34,07	12,47	20,7	44,2	5,6
-175,2133376	-30,06037609	-96,248	128	14,18409398	18,83	11,13	7,5	15,6	3,4
-175,4509926	-30,1389515	-96,191	129	17,97633618	15,17	9,87	9,6	23,4	3,9
-192,4385437	-20,63353571	-96,345	130	30,65224791	29,23	26,23	18,7	52,6	5,3
-178,869516	-26,145412	-97,05	131	42,3432	33,68	27,98	32,7	105,5	6,7
-193,1943564	2,234049143	-102,526	132	44,19424762	31,6	15,25	22,3	50,2	5,6
-182,9422899	-31,57851084	-95,351	133	32,45238554	28,77	16,12	21,1	46,4	5,4
-192,2528337	-3,693521567	-100,944	134	21,21271753	27,72	16,32	19,5	45,2	5,3
-177,6551676	9,807845728	-98,192	135	28,58639402	30,14	19,49	18,7	49,2	5
-187,8703432	-26,4248282	-96,607	136	26,4454	25,6	19,45	13,8	32,5	4,5
-184,6138024	-24,65816701	-96,554	137	32,90795362	27,32	0	0	0	0
-178,2370929	6,855516863	-98,899	138	46,65278431	32,08	30,08	38,4	81,8	7,3
-133,6546053	-39,726956	-77,213	139	16,2752	11,82	3,77	5,9	7,6	4,8
-170,5695302	10,98837004	-93,466	140	26,41122807	27,39	12,89	10,2	17,5	4
-192,9116231	-19,76470581	-96,513	141	25,79852278	24,76	12,71	14,6	30	4,6
-190,237416	-18,11124114	-96,715	142	27,34045714	26,71	0	0	0	0
-177,3019747	13,97341337	-96,938	143	38,42119047	32,29	0	0	0	0
-193,9318379	-30,8676128	-95,994	144	25,96012422	23,96	15,21	26,1	46,8	6,1
-173,1457638	-31,47427767	-96,502	145	8,865689915	2,47	0	0	0	0
-195,8561592	-25,31321371	-96,841	146	32,5535619	23,11	0	0	0	0
-202,84674	-20,34429971	-96,977	147	30,66156938	31,35	27,45	28,8	70,2	6,4
-187,3292381	-23,16871333	-96,454	148	26,97238095	22,71	0	0	0	0
-204,4840575	-29,41792114	-94,221	149	23,0743252	25,09	0	0	0	0
-189,3901122	-23,59032863	-96,94	150	22,722	22,95	15,45	12,6	32,6	4,2
-168,658916	13,88092533	-92,116	151	37,1768	30,56	27,41	31	58,3	6,6
-196,7907943	-18,713834	-96,803	152	34,7976	30,6	16,65	35,1	91,8	7
-191,7311909	-2,925053235	-101,397	153	30,45682353	29,28	10,88	23,7	46,5	6
-197,4403726	-22,68987667	-96,715	154	34,13260228	28,49	0	0	0	0
-195,9415041	7,989652561	-103,999	155	13,51129825	29,1	0	0	0	0
-192,8991937	2,705073529	-102,662	156	15,51317647	14,84	0	0	0	0
-199,1100018	-30,96537389	-95,039	157	32,32629235	24,67	22,87	29,5	58,6	6,9
-201,1583826	-23,40069886	-96,821	158	28,22274286	24,59	12,09	20,5	39,9	5,5
-190,3666168	-18,32873944	-96,679	159	5,813469244	5,73	0	0	0	0
-190,612868	-0,972980282	-102,023	160	11,45731187	8,48	0	0	0	0
-197,1947228	-30,08418077	-95,923	161	23,08981538	20,64	0	0	0	0
-196,8278981	7,201697575	-104,075	162	11,38299473	20,87	15,22	10,4	20,9	4
-213,902615	-13,5388629	-97,229	163	29,11662778	23,15	0	0	0	0
-205,2029543	-28,749584	-94,503	164	26,31771429	26,54	24,14	16,3	17	4,8
-210,04363	-16,57804046	-97,123	165	33,36058462	29,96	25,21	26,2	81,6	6,1
-217,2499364	-14,64428052	-96,377	166	26,38695717	27,6	13,7	10,6	22	4,2
-199,2304003	-20,87883296	-96,888	167	28,04969014	27,52	22,37	16,5	15,3	5,7
-192,9725656	-8,740745864	-98,971	168	26,79257941	28,33	18,33	34,7	100,2	6,9
-186,6447849	-9,439524665	-99,647	169	33,53648145	29,44	0	0	0	0
-197,8291	7,71322	-103,903	170	33,324	32,59	16,19	21,6	49,9	5,5
-213,1936593	-11,86926639	-97,79	171	31,59980952	30,23	22,28	21,5	51,2	5,5
-191,9342851	-7,36994176	-99,517	172	24,054736	22,73	0	0	0	0
-206,7699139	-22,97422879	-95,661	173	44,49274754	33,4	23,75	29,9	51,7	6,3
-194,0024779	-6,71377688	-99,465	174	14,776912	30,38	21,58	18	39,1	5,1
-209,2251257	-2,300475474	-100,232	175	7,4868	12,03	5,28	2,8	2,6	2,2
-209,285515	-2,495796667	-99,96	176	23,03133333	22,24	0	0	0	0
-193,9160741	-20,5911136	-96,445	177	7,30390991	13,16	11,56	5,3	13,6	2,8
-199,2039061	3,265144805	-102,487	178	16,80969735	16	9,85	13,9	27,3	4,4
-194,1868495	0,515204541	-101,913	179	16,07988108	20,99	0	0	0	0
-207,4240406	7,300282394	-102,924	180	20,1151831	30,48	0	0	0	0
-192,7946509	-7,434088397	-99,41	181	11,0513486	14,61	8,11	4,7	10,2	2,6
-203,8178982	-3,249693474	-100,191	182	29,04717895	27,39	17,99	21,8	51	5,6
-198,5445508	0,235313784	-101,467	183	25,36497297	14,02	4,87	5,2	4,7	3
-206,3742941	5,311002476	-102,504	184	31,8008381	25,8	15,3	10,2	19,3	3,9
-211,2306383	-13,41256472	-97,658	185	37,50236066	33,3	31,4	25,9	81	6
-205,1284703	-5,924358286	-98,911	186	34,16765714	22,16	0	0	0	0
-200,6667107	-27,54713067	-96,355	187	30,06053333	24,65	15,55	21,5	50,3	5,6
-221,3352443	-3,120601197	-98,833	188	28,82979551	25,14	0	0	0	0
-203,5412291	-0,113238704	-101,266	189	30,72395175	27,18	19,98	15,7	35,1	4,7
-215,1604559	-8,909250486	-98,182	190	27,24849049	25,45	15,95	18,8	45,2	5,2
-203,8793496	-32,27924077	-93,466	191	31,21380162	28,24	26,89	53,4	110,1	9
-196,7383576	0,881023902	-101,822	192	24,37613008	25,9	15,6	17,6	34,8	5,1
-218,8668654	-13,72680793	-96,197	193	25,33599987	25,74	14,59	13,9	32,1	4,8
-210,7027383	-30,42713688	-92,543	194	9,478495413	25,38	23,68	37,2	80,9	8
-155,1282546	-22,97377351	-90,116	195	7,36802623	6,48	0	0	0	0
-188,866561	-6,541672626	-100,708	196	15,52682309	18,54	10,59	7,3	18,5	3,4
-207,0330899	4,016513035	-102,01	197	36,03412706	21,97	13,32	11,8	26,5	4,3
-200,722533	-32,62325849	-94,236	198	14,43557939	30,32	28,77	21,8	45	6
-183,7790956	-33,13287029	-95,051	199	12,96497143	32,14	0	0	0	0
-214,7351169	-24,6943522	-93,623	200	28,7231082	26,43	22,83	29,9	46,9	6,5
-204,6753769	7,81709932	-103,296	201	22,85355102	25,51	0	0	0	0
-201,3172112	6,307155238	-103,177	202	18,65131429	20,62	9,22	6,7	10,7	3,1
-204,0313846	2,316842101	-101,778	203	19,38937815	23,39	16,34	9,1	18,6	3,8
-193,9316835	-5,719890638	-99,855	204	12,40455927	11,16	0	0	0	0
-221,0933854	-26,73598527	-91,501	205	30,98181081	27,11	18,61	19,2	40	5,2
-216,4528501	-22,85075067	-93,934	206	10,61108571	1,83	0	0	0	0
-201,8689373	8,030268	-103,574	207	27,4632	28,43	0	0	0	0
-215,79177	-23,16713	-93,934	208	22,344	26,18	14,28	9,6	11,4	3,8
-219,1083294	-19,49447614	-94,189	209	17,31680687	19,29	10,99	3,1	5,7	2,3
-194,3173463	-1,169488955	-101,587	210	7,526865672	16,64	8,54	5,9	9,6	3
-209,9731626	-30,9271516	-92,516	211	33,23225003	28,73	22,48	34	58,3	6,9
-215,2617404	-15,4989625	-96,81	212	17,19463625	26,09	15,79	8,2	18,7	3,4
-214,479466	-20,855492	-94,651	213	28,0964	25,71	14,31	12,4	31,9	4,5
-193,223309	-4,081046276	-100,9	214	9,470259414	12,92	5,97	4,3	6,8	2,5
-211,9314042	-21,32083609	-95,285	215	25,43820215	24,79	13,24	14,2	32,7	4,4
-193,561547	-2,40671973	-101,205	216	13,04745946	6,49	0	0	0	0
-190,4083491	-0,741682667	-102,439	217	4,947893333	7,52	0	0	0	0
4,085782286	-4,969451429	3,115	218	10,68685714	23,14	15,29	26,3	70,3	6,1
-200,8955075	7,387232553	-103,611	219	8,003554702	25,28	0	0	0	0
-202,9976182	4,576094476	-102,696	220	11,66958095	22,64	15,74	9,3	19,7	3,5
-206,6444986	4,524763143	-102,262	221	17,69177143	20,58	13,73	3,6	5,8	2,5
-206,4463724	-1,983576	-100,421	222	19,94761905	7,22	0	0	0	0
-210,0804282	1,083552571	-101,371	223	47,96940952	32,84	0	0	0	0
-205,6392856	-4,67622579	-99,661	224	9,246130146	10,64	0	0	0	0
-200,0243524	-4,377107887	-99,999	225	46,57022535	29,46	17,76	29,3	52,1	6,6
-212,8291753	4,253057209	-101,504	226	33,97534884	29,55	19,05	30,1	83,3	6,7
-215,148004	6,519642	-101,76	227	20,974	24,96	0	0	0	0
-212,558099	6,419872903	-102,289	228	22,32034409	16,85	11,7	12,7	31,1	4,3
-206,4140879	0,494701303	-101,026	229	11,92545042	29,03	18,68	22,5	34,4	5,5
-220,6672142	-9,387772521	-97,35	230	13,80268908	19,76	13,06	13,3	29	4,3
-218,6888286	-30,27840929	-90,902	231	8,377264516	26,43	25,48	20,4	27,3	5,7
-228,1394018	-0,692352774	-98,98	232	15,72310433	18,46	7,01	7,2	9,7	3,8
-205,0954365	1,481153805	-101,536	233	11,22375221	12,92	0	0	0	0
-224,7975181	-22,16006066	-92,363	234	18,03398899	22,07	12,72	14,9	26,4	4,7
-220,6249424	-20,42393049	-93,416	235	23,10128821	25,78	17,23	14,7	38,2	4,7
-216,903137	-27,27312535	-92,309	236	29,14135849	21,1	16,65	15,9	32,1	4,7
-224,4987861	-24,77689163	-91,481	237	33,51455285	28,16	21,51	23,8	38,3	6
-229,5792565	-24,75968423	-90,888	238	17,99122628	20,05	11,2	12	20,5	4,2
-216,4169081	-16,70424503	-95,795	239	10,75268927	24,26	18,41	7,6	17	3,4
-217,9609659	-18,09885086	-94,944	240	28,63434286	20,28	0	0	0	0
-224,368289	-19,86077784	-93,244	241	10,46721569	28,22	27,02	9,6	10,3	4,1
-216,3020941	-21,33641094	-94,305	242	13,18875102	12,25	0	0	0	0
-205,9595256	-23,47822898	-95,896	243	4,408897959	4,04	0	0	0	0
-220,3392786	-30,00115	-90,498	244	21,09760784	26,65	24,55	30	54,2	6,9
-227,1890683	-15,35734295	-94,302	245	9,933410959	10,54	0	0	0	0
-229,8866392	-26,76615676	-90,096	246	28,11386667	25,12	14,87	26,2	42,3	6
-217,049744	-8,965696809	-98,005	247	8,416212766	12,17	0	0,3	0,1	0,6
-219,6281404	-8,213811135	-97,672	248	22,81567376	23,59	14,54	9,1	21,1	3,7
-222,3366076	-18,76795124	-93,84	249	35,18519774	26,52	16,02	16,2	34,5	5
-236,0335067	-9,939696667	-95,034	250	27,671	24,73	19,88	16	38,4	4,8
-225,4699988	-16,77634953	-94,044	251	20,15125581	30,61	21,96	31,4	44,8	7,1
-236,13188	-19,85771183	-91,311	252	25,36326667	23,25	16,4	23,8	69	6,1
-233,4910995	-24,30943193	-90,393	253	25,05132919	27,75	19,7	14,4	27,1	5
-208,6312812	0,732828804	-101,401	254	5,569720102	7,44	3,89	2,3	3,7	1,9
-226,2664076	-6,964798758	-96,982	255	39,45522981	31,28	17,83	24,6	51,2	6
-222,736732	-27,31317467	-91	256	25,5904	24,41	14,06	14,3	26,4	4,9
-230,7379739	-8,381166	-96,036	257	28,26021429	26,55	22,45	19,4	52,4	5,2
-230,5354818	-13,69685807	-94,013	258	10,88576258	13,86	3,96	7,4	11,2	3,2
-223,4281751	-13,8694419	-95,325	259	13,5977415	19,07	9,62	9,2	23,2	3,8
-242,6909254	-10,21049298	-94,429	260	12,23379672	5,76	0	0	0	0
-245,948001	-9,322774212	-94,056	261	27,90829304	27,59	11,19	12,9	20,7	4,4
-232,4036155	-0,943541459	-98,207	262	39,91584	30,81	25,91	32,9	72	6,9
-222,2600311	-4,150789377	-98,485	263	7,755082294	9,36	4,36	4,2	5	2,4
-234,7282164	-4,319816762	-97,227	264	29,93478095	21,77	0	0	0	0
-222,5731094	-21,99215805	-92,905	265	14,53580488	22,54	15,64	11,1	28,8	4,2
-226,9290224	-30,52668573	-89,264	266	19,41638629	24,96	0	0	0	0
-213,0489508	-13,49494446	-97,19	267	11,23460944	6,87	0	0	0	0
-218,606458	-18,2564116	-94,312	268	20,11896	21,37	13,07	8,5	21,2	3,8
-240,884689	-1,541362372	-97,141	269	22,90115385	21,27	0	0	0	0
-222,2023853	-12,73728192	-96,016	270	22,09696804	0,02	0	0	0	0
-240,9828426	-4,194010043	-96,5	271	20,21891845	19,37	10,97	8,6	20,2	3,5
-217,2487334	-9,084890218	-97,846	272	17,24375787	24,19	12,04	12,7	29,4	4,3
-13,63365209	-10,46652947	-3,368	273	16,95708411	22,65	0	0	0	0
-225,9706667	-1,967130667	-98,557	274	28,61973333	24,35	16,55	17	48,9	4,9
-241,2032161	-6,719586595	-95,462	275	23,77522162	23,81	11,31	11	20,5	3,9
-241,4582733	-0,847944	-97,244	276	15,80643077	21,87	0	0	0	0
-233,6100227	-6,778194615	-96,347	277	29,10303846	22,8	14,75	10,3	20,1	3,8
-227,5296039	-3,218183616	-98,166	278	12,85528814	21,31	7,71	7,4	11,4	3,3
-220,1356751	-25,64556039	-92,23	279	11,11843871	9,54	5,44	5,7	7,9	2,9
-229,3852721	-19,03391522	-92,546	280	19,36828499	22,24	18,24	18,3	45,4	5,3
-243,2038259	-13,37380762	-93,09	281	31,53222857	28,15	11,15	49,8	62,7	8,9
-245,9739951	-6,859012116	-94,85	282	22,83138551	21,81	14,41	16,7	37,2	4,9
-4,063436	8,386182286	0,254	283	51,59238095	24,11	0	0	0	0
-217,0160419	-27,81625497	-92,285	284	5,570140541	5,32	2,77	1,1	1,1	1,3
-243,6132506	-3,233567631	-96,345	285	31,33723695	26,74	21,04	28,3	52,7	6,7
-221,3987336	-30,01898547	-90,476	286	8,465263158	10,98	6,38	3,8	7	2,4
-220,4819916	-26,986938	-91,694	287	5,935111111	4	0	0	0	0
-233,6625563	-20,50558481	-91,372	288	5,944506329	17,12	12,07	5,3	7,4	3,1
-215,2184864	-23,39667286	-94,104	289	6,463950791	8,85	2,1	2,7	1,7	2
-232,8792891	-27,50273429	-89,66	290	32,63822857	25,78	22,48	41,1	79,4	7,8
-239,3085589	-23,40577756	-89,89	291	25,36448878	22,23	0	0	0	0
-225,1642548	-23,48231619	-91,574	292	17,77133333	12,94	0	0	0	0
